,pokedex_number,name,german_name,japanese_name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,description
610,519,Pidove,Dusselgurr,マメパト (Mamepato),5,0,0,0,Tiny Pigeon Pokémon,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264,50,55,50,36,30,43,255,70,53,Medium Slow,1,Flying,,50.0,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas."
611,520,Tranquill,Navitaub,ハトーボー (Hatoboh),5,0,0,0,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15.0,3,Big Pecks,Super Luck,Rivalry,358,62,77,62,50,42,65,120,70,125,Medium Slow,1,Flying,,50.0,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"Many people believe that, deep in the forest where Tranquill live, there is a peaceful place where there is no war."
612,521,Unfezant,Fasasnob,ケンホロウ (Kenhallow),5,0,0,0,Proud Pokémon,2,Normal,Flying,1.2,29.0,3,Big Pecks,Super Luck,Rivalry,488,80,115,80,65,55,93,45,70,220,Medium Slow,1,Flying,,50.0,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers."
613,522,Blitzle,Elezeba,シママ (Shimama),5,0,0,0,Electrified Pokémon,1,Electric,,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,50,32,76,190,70,59,Medium Fast,1,Field,,50.0,20,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity."
614,523,Zebstrika,Zebritz,ゼブライカ (Zebraika),5,0,0,0,Thunderbolt Pokémon,1,Electric,,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,80,63,116,75,70,174,Medium Fast,1,Field,,50.0,20,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"This ill-tempered Pokémon is dangerous because when it’s angry, it shoots lightning from its mane in all directions."
615,524,Roggenrola,Kiesling,ダンゴロ (Dangoro),5,0,0,0,Mantle Pokémon,1,Rock,,0.4,18.0,3,Sturdy,Weak Armor,Sand Force,280,55,75,85,25,25,15,255,70,56,Medium Slow,1,Mineral,,50.0,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,"They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core."
616,525,Boldore,Sedimantur,ガントル (Gantle),5,0,0,0,Ore Pokémon,1,Rock,,0.9,102.0,3,Sturdy,Weak Armor,Sand Force,390,70,105,105,50,40,20,120,70,137,Medium Slow,1,Mineral,,50.0,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,"Because its energy was too great to be contained, the energy leaked and formed orange crystals."
617,526,Gigalith,Brockoloss,ギガイアス (Gigaiath),5,0,0,0,Compressed Pokémon,1,Rock,,1.7,260.0,3,Sturdy,Sand Stream,Sand Force,515,85,135,130,60,80,25,45,70,232,Medium Slow,1,Mineral,,50.0,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,"The solar energy absorbed by its body’s orange crystals is magnified internally and fired from its mouth."
618,527,Woobat,Fleknoil,コロモリ (Koromori),5,0,0,0,Bat Pokémon,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,323,65,45,43,55,43,72,190,70,65,Medium Fast,2,Field,Flying,50.0,15,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,"Suction from its nostrils enables it to stick to cave walls during sleep. It leaves a heart-shaped mark behind."
619,528,Swoobat,Fletiamo,ココロモリ (Kokoromori),5,0,0,0,Courting Pokémon,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,425,67,57,55,77,55,114,45,70,149,Medium Fast,2,Field,Flying,50.0,15,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,"Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift."
620,529,Drilbur,Rotomurf,モグリュー (Mogurew),5,0,0,0,Mole Pokémon,1,Ground,,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328,60,85,40,30,45,68,120,70,66,Medium Fast,1,Field,,50.0,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,"It makes its way swiftly through the soil by putting both claws together and rotating at high speed."
621,530,Excadrill,Stalobor,ドリュウズ (Doryuzu),5,0,0,0,Subterrene Pokémon,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,50,65,88,60,70,178,Medium Fast,1,Field,,50.0,20,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels."
622,531,Audino,Ohrdoch,タブンネ (Tabunne),5,0,0,0,Hearing Pokémon,1,Normal,,1.1,31.0,3,Healer,Regenerator,Klutz,445,103,60,86,60,86,50,255,70,390,Fast,1,Fairy,,50.0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"Its auditory sense is astounding. It has a radarlike ability to understand its surroundings through slight sounds."
624,532,Timburr,Praktibalk,ドッコラー (Dokkorer),5,0,0,0,Muscular Pokémon,1,Fighting,,0.6,12.5,3,Guts,Sheer Force,Iron Fist,305,75,80,55,25,35,35,180,70,61,Medium Slow,1,Human-Like,,75.0,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"These Pokémon appear at building sites and help out with construction. They always carry squared logs."
625,533,Gurdurr,Strepoli,ドテッコツ (Dotekkotsu),5,0,0,0,Muscular Pokémon,1,Fighting,,1.2,40.0,3,Guts,Sheer Force,Iron Fist,405,85,105,85,40,50,40,90,70,142,Medium Slow,1,Human-Like,,75.0,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"They strengthen their bodies by carrying steel beams. They show off their big muscles to their friends."
626,534,Conkeldurr,Meistagrif,ローブシン (Roubushin),5,0,0,0,Muscular Pokémon,1,Fighting,,1.4,87.0,3,Guts,Sheer Force,Iron Fist,505,105,140,95,55,65,45,45,70,227,Medium Slow,1,Human-Like,,75.0,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"They use concrete pillars as walking canes. They know moves that enable them to swing the pillars freely in battle."
627,535,Tympole,Schallquap,オタマロ (Otamaro),5,0,0,0,Tadpole Pokémon,1,Water,,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,294,50,50,40,50,40,64,255,70,59,Medium Slow,1,Water 1,,50.0,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk."
628,536,Palpitoad,Mebrana,ガマガル (Gamagaru),5,0,0,0,Vibration Pokémon,2,Water,Ground,0.8,17.0,3,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69,120,70,134,Medium Slow,1,Water 1,,50.0,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,"It lives in the water and on land. It uses its long, sticky tongue to capture prey."
629,537,Seismitoad,Branawarz,ガマゲロゲ (Gamageroge),5,0,0,0,Vibration Pokémon,2,Water,Ground,1.5,62.0,3,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74,45,70,229,Medium Slow,1,Water 1,,50.0,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,"It increases the power of its punches by vibrating the bumps on its fists. It can turn a boulder to rubble with one punch."
630,538,Throh,Jiutesto,ナゲキ (Nageki),5,0,0,0,Judo Pokémon,1,Fighting,,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45,45,70,163,Medium Fast,1,Human-Like,,100.0,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"When they encounter foes bigger than themselves, they try to throw them. They always travel in packs of five."
631,539,Sawk,Karadonis,ダゲキ (Dageki),5,0,0,0,Karate Pokémon,1,Fighting,,1.4,51.0,3,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,45,70,163,Medium Fast,1,Human-Like,,100.0,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them."
632,540,Sewaddle,Strawickl,クルミル (Kurumiru),5,0,0,0,Sewing Pokémon,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,255,70,62,Medium Slow,1,Bug,,50.0,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,"This Pokémon makes clothes for itself. It chews up leaves and sews them with sticky thread extruded from its mouth."
633,541,Swadloon,Folikon,クルマユ (Kurumayu),5,0,0,0,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42,120,70,133,Medium Slow,1,Bug,,50.0,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests."
634,542,Leavanny,Matrifol,ハハコモリ (Hahakomori),5,0,0,0,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92,45,70,225,Medium Slow,1,Bug,,50.0,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,"It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle."
635,543,Venipede,Toxiped,フシデ (Fushide),5,0,0,0,Centipede Pokémon,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57,255,70,52,Medium Slow,1,Bug,,50.0,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,"It discovers what is going on around it by using the feelers on its head and tail. It is brutally aggressive."
636,544,Whirlipede,Rollum,ホイーガ (Wheega),5,0,0,0,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47,120,70,126,Medium Slow,1,Bug,,50.0,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent."
637,545,Scolipede,Cerapendra,ペンドラー (Pendror),5,0,0,0,Megapede Pokémon,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112,45,70,218,Medium Slow,1,Bug,,50.0,20,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,"Highly aggressive, it uses the claws near its neck to dig into its opponents and poison them."
638,546,Cottonee,Waumboll,モンメン (Monmen),5,0,0,0,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66,190,70,56,Medium Fast,2,Fairy,Grass,50.0,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,"They go wherever the wind takes them. On rainy days, their bodies are heavier, so they take shelter beneath big trees."
639,547,Whimsicott,Elfun,エルフーン (Elfuun),5,0,0,0,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116,75,70,168,Medium Fast,2,Fairy,Grass,50.0,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,"Riding whirlwinds, they appear. These Pokémon sneak through gaps into houses and cause all sorts of mischief."
640,548,Petilil,Lilminip,チュリネ (Churine),5,0,0,0,Bulb Pokémon,1,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30,190,70,56,Medium Fast,1,Grass,,0.0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants."
641,549,Lilligant,Dressella,ドレディア (Dredear),5,0,0,0,Flowering Pokémon,1,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90,75,70,168,Medium Fast,1,Grass,,0.0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"The fragrance of the garland on its head has a relaxing effect. It withers if a Trainer does not take good care of it."
642,550,Basculin Red-Striped Form,Barschuft,バスラオ (Bassrao),5,0,0,0,Hostile Pokémon,1,Water,,1.0,18.0,3,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,70,161,Medium Fast,1,Water 2,,50.0,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"Red and blue Basculin usually do not get along, but sometimes members of one school mingle with the other’s school."
644,551,Sandile,Ganovil,メグロコ (Meguroco),5,0,0,0,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65,180,70,58,Medium Slow,1,Field,,50.0,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,"It moves along below the sand’s surface, except for its nose and eyes. A dark membrane shields its eyes from the sun."
645,552,Krokorok,Rokkaiman,ワルビル (Waruvile),5,0,0,0,Desert Croc Pokémon,2,Ground,Dark,1.0,33.4,3,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74,90,70,123,Medium Slow,1,Field,,50.0,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,"The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings even in darkness."
646,553,Krookodile,Rabigator,ワルビアル (Waruvial),5,0,0,0,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92,45,70,234,Medium Slow,1,Field,,50.0,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,"It can expand the focus of its eyes, enabling it to see objects in the far distance as if it were using binoculars."
647,554,Darumaka,Flampion,ダルマッカ (Darumakka),5,0,0,0,Zen Charm Pokémon,1,Fire,,0.6,37.5,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,120.0,70.0,63.0,Medium Slow,1,Field,,50.0,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"Darumaka’s droppings are hot, so people used to put them in their clothes to keep themselves warm."
649,555,Darmanitan Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,0,0,0,Blazing Pokémon,1,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,480,105,140,55,30,55,95,60.0,70.0,168.0,Medium Slow,1,Field,,50.0,20.0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"When weakened in battle, it transforms into a stone statue. Then it sharpens its mind and fights on mentally."
653,556,Maractus,Maracamba,マラカッチ (Maracacchi),5,0,0,0,Cactus Pokémon,1,Grass,,1.0,28.0,3,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60,255,70,161,Medium Fast,1,Grass,,50.0,20,1,2,0,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas."
654,557,Dwebble,Lithomith,イシズマイ (Ishizumai),5,0,0,0,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55,190,70,65,Medium Fast,2,Bug,Mineral,50.0,20,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,"It makes a hole in a suitable rock. If that rock breaks, the Pokémon remains agitated until it locates a replacement."
655,558,Crustle,Castellith,イワパレス (Iwapalace),5,0,0,0,Stone Home Pokémon,2,Bug,Rock,1.4,200.0,3,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45,75,70,170,Medium Fast,2,Bug,Mineral,50.0,20,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,"It possesses legs of enormous strength, enabling it to carry heavy slabs for many days, even when crossing arid land."
656,559,Scraggy,Zurrokex,ズルッグ (Zuruggu),5,0,0,0,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48,180,35,70,Medium Fast,2,Dragon,Field,50.0,15,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,"It immediately headbutts anyone that makes eye contact with it. Its skull is massively thick."
657,560,Scrafty,Irokex,ズルズキン (Zuruzukin),5,0,0,0,Hoodlum Pokémon,2,Dark,Fighting,1.1,30.0,3,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58,90,70,171,Medium Fast,2,Dragon,Field,50.0,15,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,"It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader."
658,561,Sigilyph,Symvolara,シンボラー (Symboler),5,0,0,0,Avianoid Pokémon,2,Psychic,Flying,1.4,14.0,3,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97,45,70,172,Medium Fast,1,Flying,,50.0,20,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,"The guardians of an ancient city, they use their psychic power to attack enemies that invade their territory."
659,562,Yamask,Makabaja,デスマス (Desumasu),5,0,0,0,Spirit Pokémon,1,Ghost,,0.5,1.5,1,Mummy,,,303,38,30,85,55,65,30,190.0,70.0,61.0,Medium Fast,2,Amorphous,Mineral,50.0,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,"These Pokémon arose from the spirits of people interred in graves in past ages. Each retains memories of its former life."
661,563,Cofagrigus,Echnatoll,デスカーン (Desukarn),5,0,0,0,Coffin Pokémon,1,Ghost,,1.7,76.5,1,Mummy,,,483,58,50,145,95,105,30,90,70,169,Medium Fast,2,Amorphous,Mineral,50.0,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,"They pretend to be elaborate coffins to teach lessons to grave robbers. Their bodies are covered in pure gold."
662,564,Tirtouga,Galapaflos,プロトーガ (Protoga),5,0,0,0,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22,45,70,71,Medium Fast,2,Water 1,Water 3,87.5,30,0.5,0.25,1,1.5,3,0.5,1.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1,"About 100 million years ago, these Pokémon swam in oceans. It is thought they also went on land to attack prey."
663,565,Carracosta,Karippas,アバゴーラ (Abagoura),5,0,0,0,Prototurtle Pokémon,2,Water,Rock,1.2,81.0,3,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32,45,70,173,Medium Fast,2,Water 1,Water 3,87.5,30,0.5,0.25,1,1.5,3,0.5,1.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1,"Incredible jaw strength enables them to chew up steel beams and rocks along with their prey."
664,566,Archen,Flapteryx,アーケン (Archen),5,0,0,0,First Bird Pokémon,2,Rock,Flying,0.5,9.5,1,Defeatist,,,401,55,112,45,74,45,70,45,70,71,Medium Fast,2,Flying,Water 3,87.5,30,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,"Revived from a fossil, this Pokémon is thought to be the ancestor of all bird Pokémon."
665,567,Archeops,Aeropteryx,アーケオス (Archeos),5,0,0,0,First Bird Pokémon,2,Rock,Flying,1.4,32.0,1,Defeatist,,,567,75,140,65,112,65,110,45,70,177,Medium Fast,2,Flying,Water 3,87.5,30,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,"It runs better than it flies. It catches prey by running at speeds comparable to those of an automobile."
666,568,Trubbish,Unratütox,ヤブクロン (Yabukuron),5,0,0,0,Trash Bag Pokémon,1,Poison,,0.6,31.0,3,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65,190,70,66,Medium Fast,1,Mineral,,50.0,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,"The combination of garbage bags and industrial waste caused the chemical reaction that created this Pokémon."
667,569,Garbodor,Deponitox,ダストダス (Dustdas),5,0,0,0,Trash Heap Pokémon,1,Poison,,1.9,107.3,3,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75,60,70,166,Medium Fast,1,Mineral,,50.0,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,"They absorb garbage and make it part of their bodies. They shoot a poisonous liquid from their right-hand fingertips."
668,570,Zorua,Zorua,ゾロア (Zorua),5,0,0,0,Tricky Fox Pokémon,1,Dark,,0.7,12.5,1,Illusion,,,330,40,65,40,80,40,65,75,70,66,Medium Slow,1,Field,,87.5,25,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,"To protect themselves from danger, they hide their true identities by transforming into people and Pokémon."
669,571,Zoroark,Zoroark,ゾロアーク (Zoroark),5,0,0,0,Illusion Fox Pokémon,1,Dark,,1.6,81.1,1,Illusion,,,510,60,105,60,120,60,105,45,70,179,Medium Slow,1,Field,,87.5,20,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,"Each has the ability to fool a large group of people simultaneously. They protect their lair with illusory scenery."
670,572,Minccino,Picochilla,チラーミィ (Chillarmy),5,0,0,0,Chinchilla Pokémon,1,Normal,,0.4,5.8,3,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75,255,70,60,Fast,1,Field,,25.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"These Pokémon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms."
671,573,Cinccino,Chillabell,チラチーノ (Chillaccino),5,0,0,0,Scarf Pokémon,1,Normal,,0.5,7.5,3,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115,60,70,165,Fast,1,Field,,25.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"Their white fur feels amazing to touch. Their fur repels dust and prevents static electricity from building up."
672,574,Gothita,Mollimorba,ゴチム (Gothimu),5,0,0,0,Fixation Pokémon,1,Psychic,,0.4,5.8,3,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45,200,70,58,Medium Slow,1,Human-Like,,25.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see."
673,575,Gothorita,Hypnomorba,ゴチミル (Gothimiru),5,0,0,0,Manipulate Pokémon,1,Psychic,,0.7,18.0,3,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55,100,70,137,Medium Slow,1,Human-Like,,25.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"Starlight is the source of their power. At night, they mark star positions by using psychic power to float stones."
674,576,Gothitelle,Morbitesse,ゴチルゼル (Gothiruselle),5,0,0,0,Astral Body Pokémon,1,Psychic,,1.5,44.0,3,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65,50,70,221,Medium Slow,1,Human-Like,,25.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"They can predict the future from the placement and movement of the stars. They can see Trainers’ life spans."
675,577,Solosis,Monozyto,ユニラン (Uniran),5,0,0,0,Cell Pokémon,1,Psychic,,0.3,1.0,3,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20,200,70,58,Medium Slow,1,Amorphous,,50.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"Because their bodies are enveloped in a special liquid, they can survive in any environment."
676,578,Duosion,Mitodos,ダブラン (Doublan),5,0,0,0,Mitosis Pokémon,1,Psychic,,0.6,8.0,3,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30,100,70,130,Medium Slow,1,Amorphous,,50.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"When their brains, now divided in two, are thinking the same thoughts, these Pokémon exhibit their maximum power."
677,579,Reuniclus,Zytomega,ランクルス (Lanculus),5,0,0,0,Multiplying Pokémon,1,Psychic,,1.0,20.1,3,Overcoat,Magic Guard,Regenerator,490,110,65,75,125,85,30,50,70,221,Medium Slow,1,Amorphous,,50.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"These remarkably intelligent Pokémon fight by controlling arms that can grip with rock-crushing power."
678,580,Ducklett,Piccolente,コアルヒー (Koaruhie),5,0,0,0,Water Bird Pokémon,2,Water,Flying,0.5,5.5,3,Keen Eye,Big Pecks,Hydration,305,62,44,50,44,50,55,190,70,61,Medium Fast,2,Flying,Water 1,50.0,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,"When attacked, it uses its feathers to splash water, escaping under cover of the spray."
679,581,Swanna,Swaroness,スワンナ (Swanna),5,0,0,0,White Bird Pokémon,2,Water,Flying,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,473,75,87,63,87,63,98,45,70,166,Medium Fast,2,Flying,Water 1,50.0,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,"It administers sharp, powerful pecks with its bill. It whips its long neck to deliver forceful repeated strikes."
680,582,Vanillite,Gelatini,バニプッチ (Vanipeti),5,0,0,0,Fresh Snow Pokémon,1,Ice,,0.4,5.7,3,Ice Body,Snow Cloak,Weak Armor,305,36,50,50,65,60,44,255,70,61,Slow,1,Mineral,,50.0,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow."
681,583,Vanillish,Gelatroppo,バニリッチ (Vanirich),5,0,0,0,Icy Snow Pokémon,1,Ice,,1.1,41.0,3,Ice Body,Snow Cloak,Weak Armor,395,51,65,65,80,75,59,120,70,138,Slow,1,Mineral,,50.0,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"It conceals itself from enemy eyes by creating many small ice particles and hiding among them."
